,Featurename,mz,RT,Average.coef.across models,%.models.present,platfrom,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m.z,delta.ppm.
5260,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0115368,"PA(22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z))",n/a,C47H81O8P,804.5669066,M+2H,+,403.290729,6
5261,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112570,"PS(20:2(11Z,14Z)/16:0)",n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5262,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0115317,"PA(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))",n/a,C47H81O8P,804.5669066,M+2H,+,403.290729,6
5263,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112302,"PS(14:0/22:2(13Z,16Z))",n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5264,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112737,PS(22:1(13Z)/14:1(9Z)),n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5265,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112272,PS(18:1(11Z)/18:1(11Z)),n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5266,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112544,PS(20:1(11Z)/16:1(9Z)),n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5267,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112314,PS(14:1(9Z)/22:1(13Z)),n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5268,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0115472,"PA(24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",n/a,C47H81O8P,804.5669066,M+2H,+,403.290729,6
5269,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0115419,"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0)",n/a,C47H81O8P,804.5669066,M+2H,+,403.290729,6
5270,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0112288,PS(16:1(9Z)/20:1(11Z)),n/a,C42H78NO10P,787.5363347,M+H+NH4,+,403.288717,1
5271,4.27_403.2882m/z,403.2882,4.27,-0.0892323,94,sLPOS,HMDB0115342,"PA(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))",n/a,C47H81O8P,804.5669066,M+2H,+,403.290729,6
5905,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129190,"5-{6-hydroxy-4-[(E)-2-(3-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5906,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129178,"6-[6-hydroxy-2-phenyl-4-(2-phenylethenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,2,4-triol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5907,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129191,"4-[(E)-2-[6-hydroxy-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-4-yl]ethenyl]benzene-1,2-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5908,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135833,"5-{4-hydroxy-5-[(E)-2-(3-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5909,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129183,"4-[6-hydroxy-3-(3-hydroxyphenyl)-4-[(E)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-2-yl]benzene-1,2-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5910,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135832,"5-[(E)-2-[4-hydroxy-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-5-yl]ethenyl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5911,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129182,"2,3-bis(3-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-6-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5912,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0149781,"5-[6-hydroxy-2-(4-hydroxyphenyl)-4-[(Z)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5913,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135831,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-5-[(E)-2-(3-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-4-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5914,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129184,"5-[6-hydroxy-2-(3-hydroxyphenyl)-4-[(E)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5915,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129173,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-4-(3-phenyloxiran-2-yl)-2,3-dihydro-1-benzofuran-6-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5916,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129189,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-4-[(E)-2-(3-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-6-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5917,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129165,"3-(3-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-5,6-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5918,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0061021,N-desalkyl delavirdine,n/a,C19H22N6O3S,414.1474093,M+ACN+H,+,456.181232,1
5919,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129166,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-4-[(E)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-5,6-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5920,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129174,"5-[6-hydroxy-2-phenyl-4-(3-phenyloxiran-2-yl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5921,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129172,"3-(3-hydroxyphenyl)-4-[3-(4-hydroxyphenyl)oxiran-2-yl]-2-phenyl-2,3-dihydro-1-benzofuran-6-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5922,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129155,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-6-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5923,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135824,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-5-[(E)-2-(3-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-7-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5924,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129195,"4-[(E)-2-[6-hydroxy-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-4-yl]ethenyl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5925,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0140091,"(4-{2-[(4-aminobutyl)(3-aminopropyl)carbamoyl]ethyl}-2,6-dimethoxyphenyl)oxidanesulfonic acid",n/a,C18H31N3O7S,433.1882715,M+Na,+,456.17749,7
5926,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135818,"5-[(E)-2-[6-hydroxy-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-5-yl]ethenyl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5927,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135825,"5-[(E)-2-[7-hydroxy-3-(3-hydroxyphenyl)-2-phenyl-2,3-dihydro-1-benzofuran-5-yl]ethenyl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5928,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0160303,"4-({[({[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)-2-hydroxy-3,3-dimethyl-N-[2-({2-[(5Z,8Z)-tetradeca-5,8-dienoylsulfanyl]ethyl}-C-hydroxycarbonimidoyl)ethyl]butanimidic acid",n/a,C35H57N7O14P2S,893.3159447,M+H+NH4,+,456.178522,5
5929,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135819,"5-{6-hydroxy-5-[(E)-2-(3-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5930,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135817,"3-(3-hydroxyphenyl)-2-(4-hydroxyphenyl)-5-[(E)-2-(3-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-6-ol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5931,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0135826,"5-{7-hydroxy-5-[(E)-2-(3-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5932,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0149780,"5-{6-hydroxy-4-[(Z)-2-(4-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5933,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129167,"3-(3,5-dihydroxyphenyl)-2-phenyl-4-[(E)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-5,6-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5934,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129199,"5-{6-hydroxy-2-phenyl-4-[(E)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-3-yl}benzene-1,2,3-triol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5935,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129156,"5-{6-hydroxy-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2-phenyl-2,3-dihydro-1-benzofuran-3-yl}benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
5936,0.52_456.1807m/z,456.1807,0.52,-0.103248376,94,uHPOS,HMDB0129157,"5-[6-hydroxy-2-(4-hydroxyphenyl)-4-[(E)-2-phenylethenyl]-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",n/a,C28H22O5,438.1467238,M+NH4,+,456.180547,0
9188,8.21_792.6686m/z,792.6686,8.21,0.063849377,94,sLPOS,HMDB0038919,Plastochromanol 8,n/a,C53H82O2,750.6314819,M+ACN+H,+,792.665305,4
6,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0006853,3-Butyn-1-al,C06145,C4H4O,68.02621475,M+NH4,+,86.060038,6
7,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0000073,Dopamine,C03758,C8H11NO2,153.0789786,M+H+NH4,+,86.060039,6
8,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0060277,Dopamine,C03758,C8H11NO2,153.0789786,M+H+NH4,+,86.060039,6
9,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0033926,"(3xi,6xi)-Cyclo(alanylvalyl)",n/a,C8H14N2O2,170.1055277,M+2H,+,86.06004,6
10,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0002039,2-Pyrrolidinone,C11118,C4H7NO,85.05276385,M+H,+,86.06004,6
11,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0004825,p-Octopamine,C04227,C8H11NO2,153.0789786,M+H+NH4,+,86.060039,6
12,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0060427,Acetone cyanohydrin,C02659,C4H7NO,85.05276385,M+H,+,86.06004,6
13,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0012309,Vanillylamine,C16666,C8H11NO2,153.0789786,M+H+NH4,+,86.060039,6
14,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0000990,Acetaldehyde,C00084,C2H4O,44.02621475,M+ACN+H,+,86.060038,6
15,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0015333,Levetiracetam,C07841,C8H14N2O2,170.1055277,M+2H,+,86.06004,6
16,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0156498,p-Octopamine,C04227,C8H11NO2,153.0789786,M+H+NH4,+,86.060039,6
17,1.55_86.0595m/z,86.0595,1.55,-0.075566756,93,uRPOS,HMDB0013785,Furan,C14275,C4H4O,68.02621475,M+NH4,+,86.060038,6
753,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0001870,Benzoic acid,C00539,C7H6O2,122.0367794,M+ACN+H,+,164.070602,2
754,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0033183,2-Benzofurancarboxaldehyde,n/a,C9H6O2,146.0367794,M+NH4,+,164.070602,2
755,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0001218,Coumarin,C05851,C9H6O2,146.0367794,M+NH4,+,164.070602,2
756,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0032938,Chromone,n/a,C9H6O2,146.0367794,M+NH4,+,164.070602,2
757,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0011718,4-Hydroxybenzaldehyde,C00633,C7H6O2,122.0367794,M+ACN+H,+,164.070602,2
758,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0014507,Clozapine,C06924,C18H19ClN4,326.1298243,M+2H,+,164.072188,8
759,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0001424,4-(3-Pyridyl)-3-butenoic acid,n/a,C9H9NO2,163.0633285,M+H,+,164.070605,2
760,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0170788,"5-(hydroxymethyl)-5-methyl-6-oxa-17-azatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1,3,7,9,11,13,15-heptaene-8-carboxylic acid",n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
761,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0004186,3-Methyldioxyindole,C05834,C9H9NO2,163.0633285,M+H,+,164.070605,2
762,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0170784,"14-hydroxy-5,5-dimethyl-6-oxa-17-azatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1,3,7,9,11(16),12,14-heptaene-8-carboxylic acid",n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
763,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0170783,"13-hydroxy-5,5-dimethyl-6-oxa-17-azatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1,3,7,9,11(16),12,14-heptaene-8-carboxylic acid",n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
764,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0002359,Phenylpropiolic acid,n/a,C9H6O2,146.0367794,M+NH4,+,164.070602,2
765,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0062406,4-Oxo-1-(3-pyridyl)-1-butanone,C19567,C9H9NO2,163.0633285,M+H,+,164.070605,2
766,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0170786,"15-hydroxy-5,5-dimethyl-6-oxa-17-azatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1,3,7,9,11(16),12,14-heptaene-8-carboxylic acid",n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
767,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0186744,3-hydroxybenzaldehyde,C03067,C7H6O2,122.0367794,M+ACN+H,+,164.070602,2
768,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0032918,3-(2-Furanyl)-2-propenal,n/a,C7H6O2,122.0367794,M+ACN+H,+,164.070602,2
769,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0170785,"6,6-dimethyl-4,7-dioxa-18-azapentacyclo[9.7.0.0²,⁸.0³,⁵.0¹²,¹⁷]octadeca-1,8,10,12,14,16-hexaene-9-carboxylic acid",n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
770,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0034170,2-Hydroxybenzaldehyde,C06202,C7H6O2,122.0367794,M+ACN+H,+,164.070602,2
771,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0038584,Piperolactam C,n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
772,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0033359,Cryptodorine,n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
773,3.10_164.0709m/z,164.0709,3.1,-0.101069167,93,uRPOS,HMDB0170787,"12-hydroxy-5,5-dimethyl-6-oxa-17-azatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1,3,7,9,11(16),12,14-heptaene-8-carboxylic acid",n/a,C18H15NO4,309.100108,M+H+NH4,+,164.070604,2
1313,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0038965,"(E)-10-Hydroxy-2-decene-4,6-diynoic acid",n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1314,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0014903,Metyrosine,C07921,C10H13NO3,195.0895433,M+H,+,196.096819,3
1315,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0060351,"2-Phenyl-1,3-propanediol monocarbamate",C16586,C10H13NO3,195.0895433,M+H,+,196.096819,3
1316,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0141077,1-[3-(4-hydroxyphenyl)oxiran-2-yl]ethan-1-one,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1317,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0030570,Sylvopinol,n/a,C8H10O3,154.0629942,M+ACN+H,+,196.096817,3
1318,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0133611,(2Z)-2-(hydroxymethyl)-3-phenylprop-2-enoic acid,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1319,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0004186,3-Methyldioxyindole,C05834,C9H9NO2,163.0633285,M+CH3OH+H,+,196.096818,3
1320,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0166600,"1,3-Benzodioxole-5-propanal",n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1321,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0135475,"N-[2-(3,4-dimethoxyphenyl)ethyl]-3-(1-hydroxy-3-methoxy-4-oxocyclohexa-2,5-dien-1-yl)prop-2-enimidic acid",n/a,C20H23NO6,373.1525375,M+H+NH4,+,196.096819,3
1322,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0060065,"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",n/a,C10H13NO3,195.0895433,M+H,+,196.096819,3
1323,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0041943,N-Acetyldopamine,n/a,C10H13NO3,195.0895433,M+H,+,196.096819,3
1324,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0146618,(2Z)-2-hydroxy-3-(2-methoxyphenyl)prop-2-enal,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1325,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0029217,Tyrosine methylester,C03404,C10H13NO3,195.0895433,M+H,+,196.096819,3
1326,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0135649,3-(2-hydroxy-4-methoxyphenyl)prop-2-enal,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1327,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0146619,3-(2-hydroxy-6-methoxyphenyl)prop-2-enal,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1328,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0134055,3-(2-hydroxy-3-methoxyphenyl)prop-2-enal,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1329,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0059966,"3,5-Dimethoxyphenol",n/a,C8H10O3,154.0629942,M+ACN+H,+,196.096817,3
1330,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0166077,2-hydroxyethyl 2-(methylamino)benzoate,n/a,C10H13NO3,195.0895433,M+H,+,196.096819,3
1331,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0146894,4-Ethylpyrogallol,n/a,C8H10O3,154.0629942,M+ACN+H,+,196.096817,3
1332,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0166601,"(2Z)-3-(2H-1,3-benzodioxol-5-yl)prop-2-en-1-ol",n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1333,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0146418,3-(3-hydroxyphenyl)-2-methylprop-2-enoic acid,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1334,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0146621,3-(2-methoxyphenyl)oxirane-2-carbaldehyde,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1335,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0030903,3-(4-Methylphenyl)oxiranecarboxylic acid,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1336,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0135647,(2Z)-2-hydroxy-3-(4-methoxyphenyl)prop-2-enal,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1337,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0033248,Di-alpha-furfuryl ether,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1338,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0131168,methyl (2E)-3-(4-hydroxyphenyl)prop-2-enoate,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1339,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0032012,4-Hydroxy-3-methoxybenzenemethanol,C06317,C8H10O3,154.0629942,M+ACN+H,+,196.096817,3
1340,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0039471,3-(4-Hydroxy-2-methoxyphenyl)-2-propenal,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1341,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0164052,Safrole oxide,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1342,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0151239,3-(4-hydroxyphenyl)-2-methylprop-2-enoic acid,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1343,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0002040,4-Methoxycinnamic acid,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
1344,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0146874,SCHEMBL6040093,n/a,C8H10O3,154.0629942,M+ACN+H,+,196.096817,3
1345,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0037724,Propyl 2-furoate,n/a,C8H10O3,154.0629942,M+ACN+H,+,196.096817,3
1346,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0185208,4-(2-amino-1-hydroxyprop-2-en-1-yl)-2-methoxyphenol,n/a,C10H13NO3,195.0895433,M+H,+,196.096819,3
1347,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0135474,"3-(3,4-dimethoxyphenyl)-N-[2-(1-hydroxy-3-methoxy-4-oxocyclohexa-2,5-dien-1-yl)ethyl]prop-2-enimidic acid",n/a,C20H23NO6,373.1525375,M+H+NH4,+,196.096819,3
1348,3.88_196.0975m/z,196.0975,3.88,-0.143317912,93,uHPOS,HMDB0133612,(2E)-3-(3-hydroxyphenyl)-2-methylprop-2-enoic acid,n/a,C10H10O3,178.0629942,M+NH4,+,196.096817,3
